# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 30 10:00:55 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid	pl_hostname	pl_letter	pl_name	pl_discmethod	pl_orbper	st_dist	st_teff	pl_facility
278	HD 100777	b	HD 100777 b	Radial Velocity	383.70001000	49.60	5533.00	La Silla Observatory
279	HD 10180	c	HD 10180 c	Radial Velocity	5.75969000	39.02	5911.00	La Silla Observatory
280	HD 10180	d	HD 10180 d	Radial Velocity	16.35700000	39.02	5911.00	La Silla Observatory
281	HD 10180	e	HD 10180 e	Radial Velocity	49.74800000	39.02	5911.00	La Silla Observatory
282	HD 10180	f	HD 10180 f	Radial Velocity	122.74400000	39.02	5911.00	La Silla Observatory
283	HD 10180	g	HD 10180 g	Radial Velocity	604.67000000	39.02	5911.00	La Silla Observatory
284	HD 10180	h	HD 10180 h	Radial Velocity	2205.00000000	39.02	5911.00	La Silla Observatory
285	HD 101930	b	HD 101930 b	Radial Velocity	70.46000000	30.05	5108.00	La Silla Observatory
286	HD 102117	b	HD 102117 b	Radial Velocity	20.81330000	39.62	5655.00	La Silla Observatory
287	HD 102195	b	HD 102195 b	Radial Velocity	4.11377000	29.36	5301.00	Kitt Peak National Observatory
288	HD 102272	b	HD 102272 b	Radial Velocity	127.58000000	350.01	4790.00	McDonald Observatory
289	HD 102329	b	HD 102329 b	Radial Velocity	778.09998000	218.42	4745.00	W. M. Keck Observatory
290	HD 102329	c	HD 102329 c	Radial Velocity	1123.00000000	218.42	4745.00	W. M. Keck Observatory
291	HD 102365	b	HD 102365 b	Radial Velocity	122.10000000	9.29	5630.00	Anglo-Australian Telescope
292	HD 102956	b	HD 102956 b	Radial Velocity	6.49480000	122.32	4994.00	W. M. Keck Observatory
293	HD 103197	b	HD 103197 b	Radial Velocity	47.84000000	57.24	5250.00	La Silla Observatory
294	HD 103720	b	HD 103720 b	Radial Velocity	4.55570000	41.60	5017.00	La Silla Observatory
295	HD 103774	b	HD 103774 b	Radial Velocity	5.88810000	56.50	6489.00	La Silla Observatory
296	HD 104067	b	HD 104067 b	Radial Velocity	55.80600000	20.38	4937.00	La Silla Observatory
297	HD 10442	b	HD 10442 b	Radial Velocity	1053.20000000	135.89	4912.00	W. M. Keck Observatory
298	HD 104985	b	HD 104985 b	Radial Velocity	199.50500000	100.86	4877.00	Okayama Astrophysical Observatory
299	HD 106252	b	HD 106252 b	Radial Velocity	1531.00000000	37.40	5874.00	Lick Observatory
300	HD 106270	b	HD 106270 b	Radial Velocity	2890.00000000	94.06	5638.00	W. M. Keck Observatory
301	HD 106315	b	HD 106315 b	Transit	9.55804000	109.70	6277.00	K2
302	HD 106315	c	HD 106315 c	Transit	21.05788000	109.70	6277.00	K2
303	HD 10647	b	HD 10647 b	Radial Velocity	989.20000000	17.34	6218.00	W. M. Keck Observatory
304	HD 106515 A	b	HD 106515 A b	Radial Velocity	3630.00000000	34.12	5362.00	La Silla Observatory
305	HD 106906	b	HD 106906 b	Imaging		103.33	6516.00	Las Campanas Observatory
306	HD 10697	b	HD 10697 b	Radial Velocity	1075.20000000	32.60	5680.00	W. M. Keck Observatory
307	HD 107148	b	HD 107148 b	Radial Velocity	48.05600000	49.49	5797.00	W. M. Keck Observatory
308	HD 108147	b	HD 108147 b	Radial Velocity	10.89850000	38.96	6265.00	La Silla Observatory
309	HD 108341	b	HD 108341 b	Radial Velocity	1129.00000000	49.40	5122.00	La Silla Observatory
310	HD 108863	b	HD 108863 b	Radial Velocity	443.39999000	165.52	4863.00	W. M. Keck Observatory
311	HD 108874	b	HD 108874 b	Radial Velocity	394.48123000	68.50	5600.00	W. M. Keck Observatory
312	HD 108874	c	HD 108874 c	Radial Velocity	1624.00000000	68.50	5600.00	W. M. Keck Observatory
313	HD 109246	b	HD 109246 b	Radial Velocity	68.27000000	65.60	5844.00	Haute-Provence Observatory
314	HD 109271	b	HD 109271 b	Radial Velocity	7.85430000	55.96	5783.00	La Silla Observatory
315	HD 109271	c	HD 109271 c	Radial Velocity	30.93000000	55.96	5783.00	La Silla Observatory
316	HD 109749	b	HD 109749 b	Radial Velocity	5.23989100	63.20	5824.00	W. M. Keck Observatory
317	HD 110014	b	HD 110014 b	Radial Velocity	835.47700000	90.00	4445.00	La Silla Observatory
318	HD 111232	b	HD 111232 b	Radial Velocity	1143.00000000	28.98	5512.00	La Silla Observatory
319	HD 111591	b	HD 111591 b	Radial Velocity	1056.40000000	108.46	4884.00	Multiple Observatories
320	HD 111998	b	HD 111998 b	Radial Velocity	825.90000000	32.73	6557.00	La Silla Observatory
321	HD 113337	b	HD 113337 b	Radial Velocity	324.00000000	36.22	6576.60	Haute-Provence Observatory
322	HD 113538	b	HD 113538 b	Radial Velocity	663.20000000	15.90	4462.00	La Silla Observatory
323	HD 113538	c	HD 113538 c	Radial Velocity	1818.00000000	15.90	4462.00	La Silla Observatory
324	HD 113996	b	HD 113996 b	Radial Velocity	610.20000000	101.63	4181.00	Bohyunsan Optical Astronomical Observatory
325	HD 114386	b	HD 114386 b	Radial Velocity	937.70001000	27.95	4836.00	La Silla Observatory
326	HD 114613	b	HD 114613 b	Radial Velocity	3827.00000000	20.29	5729.00	Anglo-Australian Telescope
327	HD 114729	b	HD 114729 b	Radial Velocity	1114.00000000	37.85	5835.00	W. M. Keck Observatory
328	HD 114762	b	HD 114762 b	Radial Velocity	83.91510000	40.23	5869.00	Oak Ridge Observatory
329	HD 114783	b	HD 114783 b	Radial Velocity	493.70000000	20.40	5135.00	W. M. Keck Observatory
330	HD 114783	c	HD 114783 c	Radial Velocity	4319.00000000	20.40	5135.00	W. M. Keck Observatory
331	HD 11506	b	HD 11506 b	Radial Velocity	1622.10000000	51.70	6030.00	W. M. Keck Observatory
332	HD 11506	c	HD 11506 c	Radial Velocity	223.41000000	51.70	6030.00	W. M. Keck Observatory
333	HD 116029	b	HD 116029 b	Radial Velocity	670.00000000	123.68	4819.00	W. M. Keck Observatory
334	HD 116029	c	HD 116029 c	Radial Velocity	907.00000000	123.68	4819.00	W. M. Keck Observatory
335	HD 117207	b	HD 117207 b	Radial Velocity	2597.00000000	32.38	5662.00	W. M. Keck Observatory
336	HD 11755	b	HD 11755 b	Radial Velocity	433.70001000	231.50	4312.00	Bohyunsan Optical Astronomical Observatory
337	HD 117618	b	HD 117618 b	Radial Velocity	25.82700000	37.82	5977.00	Anglo-Australian Telescope
338	HD 118203	b	HD 118203 b	Radial Velocity	6.13350000	92.51	5864.00	Haute-Provence Observatory
339	HD 11964	b	HD 11964 b	Radial Velocity	1945.00000000	33.57	5349.00	W. M. Keck Observatory
340	HD 11964	c	HD 11964 c	Radial Velocity	37.91000000	33.57	5349.00	W. M. Keck Observatory
341	HD 11977	b	HD 11977 b	Radial Velocity	711.00000000	68.05	4970.00	La Silla Observatory
342	HD 120084	b	HD 120084 b	Radial Velocity	2082.00000000	103.35	4892.00	Okayama Astrophysical Observatory
343	HD 121504	b	HD 121504 b	Radial Velocity	63.33000000	41.71	6027.00	La Silla Observatory
344	HD 12484	b	HD 12484 b	Radial Velocity	58.83000000	51.10	5920.00	Haute-Provence Observatory
345	HD 125595	b	HD 125595 b	Radial Velocity	9.67370000	28.22	4691.00	La Silla Observatory
346	HD 125612	b	HD 125612 b	Radial Velocity	557.04000000	57.72	5841.00	W. M. Keck Observatory
347	HD 125612	c	HD 125612 c	Radial Velocity	4.15514000	57.72	5841.00	La Silla Observatory
348	HD 125612	d	HD 125612 d	Radial Velocity	2835.00000000	57.72	5841.00	La Silla Observatory
349	HD 12648	b	HD 12648 b	Radial Velocity	133.60001000	158.40	4835.00	Bohyunsan Optical Astronomical Observatory
350	HD 12661	b	HD 12661 b	Radial Velocity	262.70862000	37.89	5645.00	Multiple Observatories
351	HD 12661	c	HD 12661 c	Radial Velocity	1708.00000000	37.89	5645.00	Multiple Observatories
352	HD 126614	b	HD 126614 b	Radial Velocity	1244.00000000	73.25	5568.00	W. M. Keck Observatory
353	HD 128311	b	HD 128311 b	Radial Velocity	453.01900000	16.52		W. M. Keck Observatory
354	HD 128311	c	HD 128311 c	Radial Velocity	921.53800000	16.52		W. M. Keck Observatory
355	HD 128356	b	HD 128356 b	Radial Velocity	298.20000000	26.03	4875.00	Multiple Observatories
356	HD 129445	b	HD 129445 b	Radial Velocity	1840.00000000	67.57		Las Campanas Observatory
357	HD 130322	b	HD 130322 b	Radial Velocity	10.70871000	31.91	5387.00	La Silla Observatory
358	HD 131496	b	HD 131496 b	Radial Velocity	883.00000000	132.34	4886.00	W. M. Keck Observatory
359	HD 131664	b	HD 131664 b	Radial Velocity	1951.00000000	52.89	5892.00	La Silla Observatory
360	HD 13189	b	HD 13189 b	Radial Velocity	471.60001000	504.71	4175.00	Thueringer Landessternwarte Tautenburg
361	HD 132406	b	HD 132406 b	Radial Velocity	974.00000000	70.93	5783.00	Haute-Provence Observatory
362	HD 132563	b	HD 132563 b	Radial Velocity	1544.00000000	105.47	6073.00	Roque de los Muchachos Observatory
363	HD 133131 A	b	HD 133131 A b	Radial Velocity	649.00000000	47.00	5799.00	Las Campanas Observatory
364	HD 133131 A	c	HD 133131 A c	Radial Velocity	3568.00000000	47.00	5799.00	Las Campanas Observatory
365	HD 133131 B	b	HD 133131 B b	Radial Velocity	5769.00000000	47.00	5805.00	Las Campanas Observatory
366	HD 134987	b	HD 134987 b	Radial Velocity	258.17999000	22.20	5736.00	W. M. Keck Observatory
367	HD 134987	c	HD 134987 c	Radial Velocity	5000.00000000	22.20	5736.00	Multiple Observatories
368	HD 136418	b	HD 136418 b	Radial Velocity	464.29999000	106.38	4989.00	W. M. Keck Observatory
369	HD 137388 A	b	HD 137388 A b	Radial Velocity	330.00000000	40.53	5181.00	La Silla Observatory
370	HD 13908	b	HD 13908 b	Radial Velocity	19.38200000	79.73	6255.00	Haute-Provence Observatory
371	HD 13908	c	HD 13908 c	Radial Velocity	931.00000000	79.73	6255.00	Haute-Provence Observatory
372	HD 13931	b	HD 13931 b	Radial Velocity	4218.00000000	47.46	5867.00	W. M. Keck Observatory
373	HD 139357	b	HD 139357 b	Radial Velocity	1125.70000000	112.45	4700.00	Thueringer Landessternwarte Tautenburg
374	HD 14067	b	HD 14067 b	Radial Velocity	1455.00000000	163.40	4815.00	Okayama Astrophysical Observatory
375	HD 141399	b	HD 141399 b	Radial Velocity	94.44000000	36.20	5600.00	Multiple Observatories
376	HD 141399	c	HD 141399 c	Radial Velocity	201.99000000	36.20	5600.00	Multiple Observatories
377	HD 141399	d	HD 141399 d	Radial Velocity	1069.80000000	36.20	5600.00	Multiple Observatories
378	HD 141399	e	HD 141399 e	Radial Velocity	5000.00000000	36.20	5600.00	Multiple Observatories
379	HD 141937	b	HD 141937 b	Radial Velocity	653.21997000	33.39	5870.00	La Silla Observatory
380	HD 142	b	HD 142 b	Radial Velocity	349.70000000	26.21	6245.00	Anglo-Australian Telescope
381	HD 142	c	HD 142 c	Radial Velocity	6005.00000000	26.21	6245.00	Anglo-Australian Telescope
382	HD 142022 A	b	HD 142022 A b	Radial Velocity	1928.00000000	34.31	5421.00	La Silla Observatory
383	HD 142245	b	HD 142245 b	Radial Velocity	1299.00000000	97.50	4922.00	W. M. Keck Observatory
384	HD 142415	b	HD 142415 b	Radial Velocity	386.29999000	35.57	5940.00	La Silla Observatory
385	HD 143105	b	HD 143105 b	Radial Velocity	2.19740000	48.70	6380.00	Haute-Provence Observatory
386	HD 143361	b	HD 143361 b	Radial Velocity	1046.20000000	65.66	5505.00	Las Campanas Observatory
387	HD 145377	b	HD 145377 b	Radial Velocity	103.95000000	53.57	6014.00	La Silla Observatory
388	HD 145457	b	HD 145457 b	Radial Velocity	176.30000000	135.82	4769.00	Subaru Telescope
389	HD 145934	b	HD 145934 b	Radial Velocity	2730.00000000	229.35		W. M. Keck Observatory
390	HD 1461	b	HD 1461 b	Radial Velocity	5.77152000	23.47	5765.00	W. M. Keck Observatory
391	HD 1461	c	HD 1461 c	Radial Velocity	13.50520000	23.47	5765.00	La Silla Observatory
392	HD 147018	b	HD 147018 b	Radial Velocity	44.23600000	42.96	5441.00	La Silla Observatory
393	HD 147018	c	HD 147018 c	Radial Velocity	1008.00000000	42.96	5441.00	La Silla Observatory
394	HD 147379	b	HD 147379 b	Radial Velocity	86.78000000	10.77	4156.00	Calar Alto Observatory
395	HD 147513	b	HD 147513 b	Radial Velocity	528.40000000	12.91	5883.00	La Silla Observatory
396	HD 147873	b	HD 147873 b	Radial Velocity	116.59600000	104.93	5972.00	Multiple Observatories
397	HD 147873	c	HD 147873 c	Radial Velocity	491.54000000	104.93	5972.00	Multiple Observatories
398	HD 148156	b	HD 148156 b	Radial Velocity	1027.00000000	57.22	6308.00	La Silla Observatory
399	HD 148164	b	HD 148164 b	Radial Velocity	328.55000000	77.37	6032.00	W. M. Keck Observatory
400	HD 148164	c	HD 148164 c	Radial Velocity	5062.00000000	77.37	6032.00	W. M. Keck Observatory
401	HD 148284	b	HD 148284 b	Radial Velocity	339.33100000	121.61	5572.00	W. M. Keck Observatory
402	HD 148427	b	HD 148427 b	Radial Velocity	331.50000000	71.50	5025.00	Lick Observatory
403	HD 149026	b	HD 149026 b	Radial Velocity	2.87589000	76.03	6179.00	Subaru Telescope
404	HD 149143	b	HD 149143 b	Radial Velocity	4.07182000	73.43	5856.00	Haute-Provence Observatory
405	HD 1502	b	HD 1502 b	Radial Velocity	431.80000000	191.96	5049.00	W. M. Keck Observatory
406	HD 150706	b	HD 150706 b	Radial Velocity	5894.00000000	28.29	5961.00	Haute-Provence Observatory
407	HD 152079	b	HD 152079 b	Radial Velocity	2899.00000000	83.33	5726.00	Las Campanas Observatory
408	HD 152581	b	HD 152581 b	Radial Velocity	689.00000000	166.54	5095.00	W. M. Keck Observatory
409	HD 153950	b	HD 153950 b	Radial Velocity	499.39999000	48.52	6124.00	La Silla Observatory
410	HD 154345	b	HD 154345 b	Radial Velocity	3341.55884000	18.29	5468.00	W. M. Keck Observatory
411	HD 154672	b	HD 154672 b	Radial Velocity	163.94000000	64.77	5743.00	Las Campanas Observatory
412	HD 154857	b	HD 154857 b	Radial Velocity	408.60001000	63.56	5589.00	Anglo-Australian Telescope
413	HD 154857	c	HD 154857 c	Radial Velocity	3452.00000000	63.56	5589.00	Anglo-Australian Telescope
414	HD 155233	b	HD 155233 b	Radial Velocity	818.80000000	75.13	4960.00	Anglo-Australian Telescope
415	HD 155358	b	HD 155358 b	Radial Velocity	194.30000000	43.00	5905.00	McDonald Observatory
416	HD 155358	c	HD 155358 c	Radial Velocity	391.90000000	43.00	5905.00	McDonald Observatory
417	HD 156279	b	HD 156279 b	Radial Velocity	131.05000000	36.23	5453.00	Haute-Provence Observatory
418	HD 156279	c	HD 156279 c	Radial Velocity	4191.00000000	36.23	5453.00	W. M. Keck Observatory
419	HD 156411	b	HD 156411 b	Radial Velocity	842.20000000	56.96	5900.00	La Silla Observatory
420	HD 156668	b	HD 156668 b	Radial Velocity	4.64550000	24.35	4850.00	W. M. Keck Observatory
421	HD 156846	b	HD 156846 b	Radial Velocity	359.51001000	47.80	6090.00	La Silla Observatory
422	HD 158038	b	HD 158038 b	Radial Velocity	521.00000000	95.12	4860.00	W. M. Keck Observatory
423	HD 158996	b	HD 158996 b	Radial Velocity	820.20000000	294.10	4069.00	Bohyunsan Optical Astronomical Observatory
424	HD 159243	b	HD 159243 b	Radial Velocity	12.62000000	73.46	6123.00	Haute-Provence Observatory
425	HD 159243	c	HD 159243 c	Radial Velocity	248.40000000	73.46	6123.00	Haute-Provence Observatory
426	HD 159868	b	HD 159868 b	Radial Velocity	1178.40002000	55.94	5566.00	Anglo-Australian Telescope
427	HD 159868	c	HD 159868 c	Radial Velocity	352.30000000	55.94	5566.00	Anglo-Australian Telescope
428	HD 1605	b	HD 1605 b	Radial Velocity	577.20000000	89.03	4915.00	Multiple Observatories
429	HD 1605	c	HD 1605 c	Radial Velocity	2149.00000000	89.03	4915.00	Multiple Observatories
430	HD 160691	b	HD 160691 b	Radial Velocity	643.25000000	15.61	5807.00	Anglo-Australian Telescope
431	HD 160691	c	HD 160691 c	Radial Velocity	4205.80000000	15.61	5807.00	Anglo-Australian Telescope
432	HD 160691	d	HD 160691 d	Radial Velocity	9.63860000	15.61	5807.00	La Silla Observatory
433	HD 160691	e	HD 160691 e	Radial Velocity	310.55000000	15.61	5807.00	La Silla Observatory
434	HD 16141	b	HD 16141 b	Radial Velocity	75.52300000	37.83	5757.00	W. M. Keck Observatory
435	HD 16175	b	HD 16175 b	Radial Velocity	990.00000000	59.96	5981.00	Lick Observatory
436	HD 162020	b	HD 162020 b	Radial Velocity	8.42820000	30.85	4723.00	La Silla Observatory
437	HD 163607	b	HD 163607 b	Radial Velocity	75.19500000	67.92	5522.00	W. M. Keck Observatory
438	HD 163607	c	HD 163607 c	Radial Velocity	1267.40000000	67.92	5522.00	W. M. Keck Observatory
439	HD 16417	b	HD 16417 b	Radial Velocity	17.24000000	25.41		Anglo-Australian Telescope
440	HD 164509	b	HD 164509 b	Radial Velocity	280.17000000	53.19	5859.00	W. M. Keck Observatory
441	HD 164595	b	HD 164595 b	Radial Velocity	40.00000000	28.28	5790.00	Haute-Provence Observatory
442	HD 164604	b	HD 164604 b	Radial Velocity	606.40000000	39.41		Las Campanas Observatory
443	HD 164922	b	HD 164922 b	Radial Velocity	1155.00000000	22.13	5372.00	W. M. Keck Observatory
444	HD 164922	c	HD 164922 c	Radial Velocity	75.76500000	22.13	5372.00	Multiple Observatories
445	HD 165155	b	HD 165155 b	Radial Velocity	434.50000000	64.98	5426.00	Multiple Observatories
446	HD 1666	b	HD 1666 b	Radial Velocity	270.00000000	118.31	6317.00	Multiple Observatories
447	HD 166724	b	HD 166724 b	Radial Velocity	5144.00000000	45.19	5127.00	La Silla Observatory
448	HD 167042	b	HD 167042 b	Radial Velocity	420.77000000	49.73	4943.00	Lick Observatory
449	HD 168443	b	HD 168443 b	Radial Velocity	58.11247000	39.67	5491.00	W. M. Keck Observatory
450	HD 168443	c	HD 168443 c	Radial Velocity	1749.83000000	39.67	5491.00	W. M. Keck Observatory
451	HD 168746	b	HD 168746 b	Radial Velocity	6.40400000	41.62	5570.00	La Silla Observatory
452	HD 1690	b	HD 1690 b	Radial Velocity	533.00000000	769.37	4374.00	La Silla Observatory
453	HD 169830	b	HD 169830 b	Radial Velocity	225.62000000	37.64	6299.00	La Silla Observatory
454	HD 169830	c	HD 169830 c	Radial Velocity	2102.00000000	37.64	6299.00	La Silla Observatory
455	HD 170469	b	HD 170469 b	Radial Velocity	1145.00000000	60.28	5842.00	W. M. Keck Observatory
456	HD 17092	b	HD 17092 b	Radial Velocity	359.89999000	229.89	4326.00	McDonald Observatory
457	HD 171028	b	HD 171028 b	Radial Velocity	550.00000000	90.00	5671.00	La Silla Observatory
458	HD 171238	b	HD 171238 b	Radial Velocity	1532.00000000	44.87	5440.00	La Silla Observatory
459	HD 17156	b	HD 17156 b	Radial Velocity	21.21663000	75.00	6040.00	Subaru Telescope
460	HD 173416	b	HD 173416 b	Radial Velocity	323.60000000	132.68	4683.00	Xinglong Station
461	HD 175167	b	HD 175167 b	Radial Velocity	1290.00000000	71.23	5635.00	Las Campanas Observatory
462	HD 175541	b	HD 175541 b	Radial Velocity	297.29999000	130.08	5036.00	W. M. Keck Observatory
463	HD 175607	b	HD 175607 b	Radial Velocity	29.01000000	45.27	5392.00	La Silla Observatory
464	HD 17674	b	HD 17674 b	Radial Velocity	623.80000000	44.48	5904.00	Haute-Provence Observatory
465	HD 176986	b	HD 176986 b	Radial Velocity	6.48980000	27.81	4931.00	Multiple Observatories
466	HD 176986	c	HD 176986 c	Radial Velocity	16.81910000	27.81	4931.00	Multiple Observatories
467	HD 177565	b	HD 177565 b	Radial Velocity	44.50500000	16.93		La Silla Observatory
468	HD 177830	b	HD 177830 b	Radial Velocity	410.10001000	62.88	4901.00	W. M. Keck Observatory
469	HD 177830	c	HD 177830 c	Radial Velocity	110.90000000	62.88	4901.00	W. M. Keck Observatory
470	HD 178911 B	b	HD 178911 B b	Radial Velocity	71.48400000	47.00	5588.00	W. M. Keck Observatory
471	HD 179079	b	HD 179079 b	Radial Velocity	14.47900000	69.85	5646.00	W. M. Keck Observatory
472	HD 179949	b	HD 179949 b	Radial Velocity	3.09251400	27.48	6168.00	Anglo-Australian Telescope
473	HD 180314	b	HD 180314 b	Radial Velocity	396.03000000	122.79	4924.00	Subaru Telescope
474	HD 180902	b	HD 180902 b	Radial Velocity	479.00000000	104.89	4992.00	W. M. Keck Observatory
475	HD 181342	b	HD 181342 b	Radial Velocity	663.00000000	110.62	5005.00	W. M. Keck Observatory
476	HD 181433	b	HD 181433 b	Radial Velocity	9.37430000	26.90	4918.00	La Silla Observatory
477	HD 181433	c	HD 181433 c	Radial Velocity	962.00000000	26.90	4918.00	La Silla Observatory
478	HD 181433	d	HD 181433 d	Radial Velocity	2172.00000000	26.90	4918.00	La Silla Observatory
479	HD 181720	b	HD 181720 b	Radial Velocity	956.00000000	60.31	5736.00	La Silla Observatory
480	HD 183263	b	HD 183263 b	Radial Velocity	626.51599000	54.28	5948.00	W. M. Keck Observatory
481	HD 183263	c	HD 183263 c	Radial Velocity	3070.00000000	54.28	5948.00	W. M. Keck Observatory
482	HD 185269	b	HD 185269 b	Radial Velocity	6.83785000	52.07	6048.00	Lick Observatory
483	HD 187085	b	HD 187085 b	Radial Velocity	986.00000000	45.96	6075.00	Anglo-Australian Telescope
484	HD 187123	b	HD 187123 b	Radial Velocity	3.09658280	46.02	5830.00	W. M. Keck Observatory
485	HD 187123	c	HD 187123 c	Radial Velocity	3810.00000000	46.02	5830.00	W. M. Keck Observatory
486	HD 18742	b	HD 18742 b	Radial Velocity	772.00000000	163.37	5021.00	W. M. Keck Observatory
487	HD 188015	b	HD 188015 b	Radial Velocity	461.20000000	50.74	5746.00	W. M. Keck Observatory
488	HD 189733	b	HD 189733 b	Radial Velocity	2.21858000	19.78	5052.00	Haute-Provence Observatory
489	HD 190360	b	HD 190360 b	Radial Velocity	2915.03687000	16.01	5552.00	Haute-Provence Observatory
490	HD 190360	c	HD 190360 c	Radial Velocity	17.11100000	16.01	5552.00	W. M. Keck Observatory
491	HD 190647	b	HD 190647 b	Radial Velocity	1038.09998000	54.56	5640.00	La Silla Observatory
492	HD 190984	b	HD 190984 b	Radial Velocity	4885.00000000	148.81	5988.00	La Silla Observatory
493	HD 191806	b	HD 191806 b	Radial Velocity	1606.30000000	65.79	6010.00	Haute-Provence Observatory
494	HD 192263	b	HD 192263 b	Radial Velocity	24.35560000	19.65	4976.00	La Silla Observatory
495	HD 192310	b	HD 192310 b	Radial Velocity	74.72000000	8.80	5166.00	La Silla Observatory
496	HD 192310	c	HD 192310 c	Radial Velocity	525.80000000	8.80	5166.00	La Silla Observatory
497	HD 192699	b	HD 192699 b	Radial Velocity	345.53000000	72.01	5164.00	Lick Observatory
498	HD 195019	b	HD 195019 b	Radial Velocity	18.20132000	37.71	5751.00	Lick Observatory
499	HD 196050	b	HD 196050 b	Radial Velocity	1378.00000000	50.75	5879.00	Anglo-Australian Telescope
500	HD 196067	b	HD 196067 b	Radial Velocity	3638.00000000	39.98	6017.00	La Silla Observatory
501	HD 196885	b	HD 196885 b	Radial Velocity	1333.00000000	34.20	6254.00	Haute-Provence Observatory
502	HD 197037	b	HD 197037 b	Radial Velocity	1035.70000000	33.00	6150.00	McDonald Observatory
503	HD 19994	b	HD 19994 b	Radial Velocity	466.20000000	22.54	6188.00	La Silla Observatory
504	HD 200964	b	HD 200964 b	Radial Velocity	613.79999000	72.74	5079.00	Lick Observatory
505	HD 200964	c	HD 200964 c	Radial Velocity	825.00000000	72.74	5079.00	Lick Observatory
506	HD 202206	c	HD 202206 c	Radial Velocity	1260.00000000	45.50	5760.00	La Silla Observatory
507	HD 203030	b	HD 203030 b	Imaging		39.29		Palomar Observatory
508	HD 203473	b	HD 203473 b	Radial Velocity	1552.90000000	72.79	5780.00	W. M. Keck Observatory
509	HD 2039	b	HD 2039 b	Radial Velocity	1120.00000000	85.90	5945.00	Anglo-Australian Telescope
510	HD 204313	b	HD 204313 b	Radial Velocity	1920.09998000	47.86	5783.00	La Silla Observatory
511	HD 204313	c	HD 204313 c	Radial Velocity	34.90500000	47.86	5783.00	La Silla Observatory
512	HD 204941	b	HD 204941 b	Radial Velocity	1733.00000000	28.74	5026.00	La Silla Observatory
513	HD 205739	b	HD 205739 b	Radial Velocity	279.80000000	92.74	6176.00	Las Campanas Observatory
514	HD 206610	b	HD 206610 b	Radial Velocity	610.00000000	147.78	4890.00	W. M. Keck Observatory
515	HD 20782	b	HD 20782 b	Radial Velocity	591.90002000	35.50	5790.00	Anglo-Australian Telescope
516	HD 207832	b	HD 207832 b	Radial Velocity	160.07000000	59.03	5726.00	W. M. Keck Observatory
517	HD 207832	c	HD 207832 c	Radial Velocity	1155.70000000	59.03	5726.00	W. M. Keck Observatory
518	HD 20794	b	HD 20794 b	Radial Velocity	18.31500000	6.00	5401.00	La Silla Observatory
519	HD 20794	c	HD 20794 c	Radial Velocity	40.11400000	6.00	5401.00	La Silla Observatory
520	HD 20794	d	HD 20794 d	Radial Velocity	90.30900000	6.00	5401.00	La Silla Observatory
521	HD 20794	e	HD 20794 e	Radial Velocity	147.02000000	6.00	5401.00	La Silla Observatory
522	HD 208487	b	HD 208487 b	Radial Velocity	130.08000000	44.00	6067.00	Anglo-Australian Telescope
523	HD 208527	b	HD 208527 b	Radial Velocity	875.50000000	314.48	4035.00	Bohyunsan Optical Astronomical Observatory
524	HD 20868	b	HD 20868 b	Radial Velocity	380.85001000	48.90	4802.00	La Silla Observatory
525	HD 208897	b	HD 208897 b	Radial Velocity	352.70000000	64.68	4860.00	Multiple Observatories
526	HD 209458	b	HD 209458 b	Radial Velocity	3.52475000	48.37	6091.00	W. M. Keck Observatory
527	HD 210277	b	HD 210277 b	Radial Velocity	442.19000000	21.31	5538.00	W. M. Keck Observatory
528	HD 210702	b	HD 210702 b	Radial Velocity	354.80000000	54.28	4967.00	Lick Observatory
529	HD 211810	b	HD 211810 b	Radial Velocity	1558.00000000	64.76	5652.00	W. M. Keck Observatory
530	HD 212301	b	HD 212301 b	Radial Velocity	2.24571000	54.32	6239.00	La Silla Observatory
